Airport_ID_start,Airport_ID_end,Route_ID
AMS,DMM,AMS-DMM
AMS,DOH,AMS-DOH
AMS,HRE,AMS-HRE
AMS,JRO,AMS-JRO
AMS,KGL,AMS-KGL
AMS,KUL,AMS-KUL
AMS,KWI,AMS-KWI
AMS,LCY,AMS-LCY
AMS,LYS,AMS-LYS
AMS,MRS,AMS-MRS
AMS,NCE,AMS-NCE
AMS,NTE,AMS-NTE
AMS,TLS,AMS-TLS
AMS,TPE,AMS-TPE
AMS,UIO,AMS-UIO
ANR,LCY,ANR-LCY
ARN,CDG,ARN-CDG
ATH,TLS,ATH-TLS
ATL,ABE,ATL-ABE
ATL,ABQ,ATL-ABQ
ATL,ABY,ATL-ABY
ATL,AEX,ATL-AEX
ATL,AGS,ATL-AGS
ATL,ALB,ATL-ALB
ATL,ATW,ATL-ATW
ATL,AUS,ATL-AUS
ATL,AVL,ATL-AVL
ATL,AVP,ATL-AVP
ATL,BDL,ATL-BDL
ATL,BHM,ATL-BHM
ATL,BMI,ATL-BMI
ATL,BNA,ATL-BNA
ATL,BOS,ATL-BOS
ATL,BQK,ATL-BQK
ATL,BRU,ATL-BRU
ATL,BTR,ATL-BTR
ATL,BTV,ATL-BTV
ATL,BUF,ATL-BUF
ATL,BWI,ATL-BWI
ATL,CAE,ATL-CAE
ATL,CAK,ATL-CAK
ATL,CDG,ATL-CDG
ATL,CHO,ATL-CHO
ATL,CHS,ATL-CHS
ATL,CLE,ATL-CLE
ATL,CMH,ATL-CMH
ATL,COS,ATL-COS
ATL,CSG,ATL-CSG
ATL,CUN,ATL-CUN
ATL,CZM,ATL-CZM
ATL,DAB,ATL-DAB
ATL,DAL,ATL-DAL
ATL,DAY,ATL-DAY
ATL,DCA,ATL-DCA
ATL,DHN,ATL-DHN
ATL,DSM,ATL-DSM
ATL,DTW,ATL-DTW
ATL,DUB,ATL-DUB
ATL,DUS,ATL-DUS
ATL,ECP,ATL-ECP
ATL,ELP,ATL-ELP
ATL,EWN,ATL-EWN
ATL,EWR,ATL-EWR
ATL,EYW,ATL-EYW
ATL,FAY,ATL-FAY
ATL,FCO,ATL-FCO
ATL,FLL,ATL-FLL
ATL,FNT,ATL-FNT
ATL,FRA,ATL-FRA
ATL,FSM,ATL-FSM
ATL,GDL,ATL-GDL
ATL,GNV,ATL-GNV
ATL,GPT,ATL-GPT
ATL,GRB,ATL-GRB
ATL,GRK,ATL-GRK
ATL,GRR,ATL-GRR
ATL,GTR,ATL-GTR
ATL,HPN,ATL-HPN
ATL,HSV,ATL-HSV
ATL,IAD,ATL-IAD
ATL,IAH,ATL-IAH
ATL,ICT,ATL-ICT
ATL,ILM,ATL-ILM
ATL,IND,ATL-IND
ATL,JAN,ATL-JAN
ATL,JAX,ATL-JAX
ATL,JFK,ATL-JFK
ATL,LAS,ATL-LAS
ATL,LAX,ATL-LAX
ATL,LFT,ATL-LFT
ATL,LGA,ATL-LGA
ATL,LIT,ATL-LIT
ATL,MAD,ATL-MAD
ATL,MAN,ATL-MAN
ATL,MCI,ATL-MCI
ATL,MCO,ATL-MCO
ATL,MDT,ATL-MDT
ATL,MDW,ATL-MDW
ATL,MEM,ATL-MEM
ATL,MEX,ATL-MEX
ATL,MGM,ATL-MGM
ATL,MHT,ATL-MHT
ATL,MKE,ATL-MKE
ATL,MLB,ATL-MLB
ATL,MLI,ATL-MLI
ATL,MLU,ATL-MLU
ATL,MOB,ATL-MOB
ATL,MSN,ATL-MSN
ATL,MSY,ATL-MSY
ATL,MTY,ATL-MTY
ATL,MUC,ATL-MUC
ATL,MYR,ATL-MYR
ATL,NAS,ATL-NAS
ATL,OAJ,ATL-OAJ
ATL,OKC,ATL-OKC
ATL,OMA,ATL-OMA
ATL,ORF,ATL-ORF
ATL,PBI,ATL-PBI
ATL,PDX,ATL-PDX
ATL,PHF,ATL-PHF
ATL,PIA,ATL-PIA
ATL,PIT,ATL-PIT
ATL,PNS,ATL-PNS
ATL,PTY,ATL-PTY
ATL,PVD,ATL-PVD
ATL,PWM,ATL-PWM
ATL,RDU,ATL-RDU
ATL,RIC,ATL-RIC
ATL,ROC,ATL-ROC
ATL,RSW,ATL-RSW
ATL,SAN,ATL-SAN
ATL,SAT,ATL-SAT
ATL,SAV,ATL-SAV
ATL,SBN,ATL-SBN
ATL,SDF,ATL-SDF
ATL,SEA,ATL-SEA
ATL,SFO,ATL-SFO
ATL,SGF,ATL-SGF
ATL,SHV,ATL-SHV
ATL,SJO,ATL-SJO
ATL,SJU,ATL-SJU
ATL,SLC,ATL-SLC
ATL,SMF,ATL-SMF
ATL,SNA,ATL-SNA
ATL,SRQ,ATL-SRQ
ATL,STL,ATL-STL
ATL,STR,ATL-STR
ATL,TLH,ATL-TLH
ATL,TPA,ATL-TPA
ATL,TRI,ATL-TRI
ATL,TUL,ATL-TUL
ATL,TUS,ATL-TUS
ATL,VLD,ATL-VLD
ATL,VPS,ATL-VPS
ATL,YUL,ATL-YUL
ATW,ATL,ATW-ATL
AUH,AMS,AUH-AMS
AUH,CDG,AUH-CDG
AUS,ATL,AUS-ATL
AVL,ATL,AVL-ATL
BCN,CDG,BCN-CDG
BDL,ATL,BDL-ATL
BEG,CDG,BEG-CDG
BES,CDG,BES-CDG
BES,LCY,BES-LCY
BES,MRS,BES-MRS
BES,ORY,BES-ORY
BES,SOU,BES-SOU
BEY,CDG,BEY-CDG
BGF,NSI,BGF-NSI
BHM,ATL,BHM-ATL
BHX,CDG,BHX-CDG
BHX,LYS,BHX-LYS
BIA,EBU,BIA-EBU
BIA,LGG,BIA-LGG
BIA,LYS,BIA-LYS
BIA,MRS,BIA-MRS
BIA,NCE,BIA-NCE
BIA,NTE,BIA-NTE
BIA,ORY,BIA-ORY
BIO,CDG,BIO-CDG
BIQ,MRS,BIQ-MRS
BIQ,ORY,BIQ-ORY
BKK,CDG,BKK-CDG
BKK,KBV,BKK-KBV
BKO,CDG,BKO-CDG
BLL,CDG,BLL-CDG
BLQ,CDG,BLQ-CDG
BLR,CDG,BLR-CDG
BMI,ATL,BMI-ATL
BNA,ATL,BNA-ATL
BOD,AMS,BOD-AMS
BOD,CDG,BOD-CDG
BOD,MRS,BOD-MRS
BOD,ORY,BOD-ORY
BOG,CDG,BOG-CDG
BOM,CDG,BOM-CDG
BOS,ATL,BOS-ATL
BOS,CDG,BOS-CDG
BQK,ATL,BQK-ATL
BRE,CDG,BRE-CDG
BRU,ATL,BRU-ATL
BRU,JFK,BRU-JFK
BSB,CDG,BSB-CDG
BSL,AMS,BSL-AMS
BSL,CDG,BSL-CDG
BTR,ATL,BTR-ATL
BUD,CDG,BUD-CDG
BUF,ATL,BUF-ATL
BVE,LCY,BVE-LCY
BWI,ATL,BWI-ATL
CAE,ATL,CAE-ATL
CAI,CDG,CAI-CDG
CAK,ATL,CAK-ATL
CAN,CDG,CAN-CDG
CAN,HGH,CAN-HGH
CAN,SHE,CAN-SHE
CAN,WUH,CAN-WUH
CCS,CDG,CCS-CDG
CDG,ABV,CDG-ABV
CDG,ABZ,CDG-ABZ
CDG,AGP,CDG-AGP
CDG,ALG,CDG-ALG
CDG,AMM,CDG-AMM
CDG,AMS,CDG-AMS
CDG,ARN,CDG-ARN
CDG,ATL,CDG-ATL
CDG,AUH,CDG-AUH
CDG,BCN,CDG-BCN
CDG,BEG,CDG-BEG
CDG,BES,CDG-BES
CDG,BEY,CDG-BEY
CDG,BGF,CDG-BGF
CDG,BHX,CDG-BHX
CDG,BIO,CDG-BIO
CDG,BKK,CDG-BKK
CDG,BKO,CDG-BKO
CDG,BLL,CDG-BLL
CDG,BLQ,CDG-BLQ
CDG,BLR,CDG-BLR
CDG,BOD,CDG-BOD
CDG,BOG,CDG-BOG
CDG,BOM,CDG-BOM
CDG,BOS,CDG-BOS
CDG,BRE,CDG-BRE
CDG,BSB,CDG-BSB
CDG,BSL,CDG-BSL
CDG,BUD,CDG-BUD
CDG,CAI,CDG-CAI
CDG,CAN,CDG-CAN
CDG,CCS,CDG-CCS
CDG,CFE,CDG-CFE
CDG,CKY,CDG-CKY
CDG,CLY,CDG-CLY
CDG,CMN,CDG-CMN
CDG,COO,CDG-COO
CDG,CPH,CDG-CPH
CDG,CVG,CDG-CVG
CDG,DEL,CDG-DEL
CDG,DKR,CDG-DKR
CDG,DLA,CDG-DLA
CDG,DTW,CDG-DTW
CDG,DUB,CDG-DUB
CDG,DUS,CDG-DUS
CDG,DXB,CDG-DXB
CDG,EDI,CDG-EDI
CDG,EVN,CDG-EVN
CDG,EWR,CDG-EWR
CDG,EXT,CDG-EXT
CDG,EZE,CDG-EZE
CDG,FCO,CDG-FCO
CDG,FLR,CDG-FLR
CDG,FRA,CDG-FRA
CDG,GIG,CDG-GIG
CDG,GOA,CDG-GOA
CDG,GOT,CDG-GOT
CDG,GRU,CDG-GRU
CDG,GVA,CDG-GVA
CDG,GYD,CDG-GYD
CDG,HAJ,CDG-HAJ
CDG,HAN,CDG-HAN
CDG,HAV,CDG-HAV
CDG,HEL,CDG-HEL
CDG,HND,CDG-HND
CDG,IAD,CDG-IAD
CDG,IAH,CDG-IAH
CDG,JED,CDG-JED
CDG,JIB,CDG-JIB
CDG,JNB,CDG-JNB
CDG,KBP,CDG-KBP
CDG,KIX,CDG-KIX
CDG,LAD,CDG-LAD
CDG,LAX,CDG-LAX
CDG,LBV,CDG-LBV
CDG,LCA,CDG-LCA
CDG,LFW,CDG-LFW
CDG,LIM,CDG-LIM
CDG,LIN,CDG-LIN
CDG,LIS,CDG-LIS
CDG,LJU,CDG-LJU
CDG,LOS,CDG-LOS
CDG,LUX,CDG-LUX
CDG,LYS,CDG-LYS
CDG,MAD,CDG-MAD
CDG,MAN,CDG-MAN
CDG,MEX,CDG-MEX
CDG,MPL,CDG-MPL
CDG,MRS,CDG-MRS
CDG,MSP,CDG-MSP
CDG,MUC,CDG-MUC
CDG,NAP,CDG-NAP
CDG,NBO,CDG-NBO
CDG,NCE,CDG-NCE
CDG,NCL,CDG-NCL
CDG,NDJ,CDG-NDJ
CDG,NIM,CDG-NIM
CDG,NKC,CDG-NKC
CDG,NRT,CDG-NRT
CDG,NSI,CDG-NSI
CDG,NTE,CDG-NTE
CDG,NUE,CDG-NUE
CDG,OSL,CDG-OSL
CDG,OTP,CDG-OTP
CDG,OUA,CDG-OUA
CDG,PEK,CDG-PEK
CDG,PIT,CDG-PIT
CDG,PRG,CDG-PRG
CDG,PTY,CDG-PTY
CDG,PUF,CDG-PUF
CDG,PUJ,CDG-PUJ
CDG,PVG,CDG-PVG
CDG,RBA,CDG-RBA
CDG,RIX,CDG-RIX
CDG,RNS,CDG-RNS
CDG,ROB,CDG-ROB
CDG,RUH,CDG-RUH
CDG,SCL,CDG-SCL
CDG,SEA,CDG-SEA
CDG,SFO,CDG-SFO
CDG,SGN,CDG-SGN
CDG,SLC,CDG-SLC
CDG,SOF,CDG-SOF
CDG,STR,CDG-STR
CDG,SVG,CDG-SVG
CDG,TLS,CDG-TLS
CDG,TLV,CDG-TLV
CDG,TNR,CDG-TNR
CDG,TRN,CDG-TRN
CDG,TUN,CDG-TUN
CDG,TXL,CDG-TXL
CDG,VCE,CDG-VCE
CDG,VGO,CDG-VGO
CDG,VLC,CDG-VLC
CDG,VRN,CDG-VRN
CDG,WAW,CDG-WAW
CDG,WUH,CDG-WUH
CDG,ZAG,CDG-ZAG
CDG,ZRH,CDG-ZRH
CFE,CDG,CFE-CDG
CFE,ORY,CFE-ORY
CGK,KUL,CGK-KUL
CHO,ATL,CHO-ATL
CHS,ATL,CHS-ATL
CID,ATL,CID-ATL
CKY,CDG,CKY-CDG
CKY,NKC,CKY-NKC
CLE,ATL,CLE-ATL
CLY,CDG,CLY-CDG
CLY,MRS,CLY-MRS
CLY,NCE,CLY-NCE
CLY,ORY,CLY-ORY
CMH,ATL,CMH-ATL
CMN,CDG,CMN-CDG
CNX,BKK,CNX-BKK
COO,CDG,COO-CDG
CPH,CDG,CPH-CDG
CSG,ATL,CSG-ATL
CUN,ATL,CUN-ATL
CVG,CDG,CVG-CDG
CWB,BSB,CWB-BSB
CWL,EDI,CWL-EDI
CWL,GLA,CWL-GLA
CWL,ORY,CWL-ORY
CZM,ATL,CZM-ATL
DAB,ATL,DAB-ATL
DAL,ATL,DAL-ATL
DAR,AMS,DAR-AMS
DAY,ATL,DAY-ATL
DCA,ATL,DCA-ATL
DEL,CDG,DEL-CDG
DHN,ATL,DHN-ATL
DKR,CDG,DKR-CDG
DLA,CDG,DLA-CDG
DLA,SSG,DLA-SSG
DMM,AMS,DMM-AMS
DMM,KWI,DMM-KWI
DOH,AMS,DOH-AMS
DOH,MCT,DOH-MCT
DOL,LCY,DOL-LCY
DRS,LCY,DRS-LCY
DSM,ATL,DSM-ATL
DTW,ATL,DTW-ATL
DTW,CDG,DTW-CDG
DTW,FRA,DTW-FRA
DTW,LHR,DTW-LHR
DUB,ATL,DUB-ATL
DUB,CDG,DUB-CDG
DUB,LCY,DUB-LCY
DUS,ATL,DUS-ATL
DUS,CDG,DUS-CDG
DXB,CDG,DXB-CDG
EBB,AMS,EBB-AMS
EBU,BIA,EBU-BIA
ECP,ATL,ECP-ATL
EDI,CDG,EDI-CDG
EDI,CWL,EDI-CWL
EGC,EXT,EGC-EXT
EGC,SOU,EGC-SOU
ELP,ATL,ELP-ATL
ENH,WUH,ENH-WUH
EVN,CDG,EVN-CDG
EWN,ATL,EWN-ATL
EWR,ATL,EWR-ATL
EWR,CDG,EWR-CDG
EXT,CDG,EXT-CDG
EXT,EGC,EXT-EGC
EXT,RNS,EXT-RNS
EYW,ATL,EYW-ATL
EZE,CDG,EZE-CDG
FAY,ATL,FAY-ATL
FCO,ATL,FCO-ATL
FCO,CDG,FCO-CDG
FCO,LCY,FCO-LCY
FCO,MPL,FCO-MPL
FCO,MRS,FCO-MRS
FCO,NCE,FCO-NCE
FCO,TLS,FCO-TLS
FLL,ATL,FLL-ATL
FLR,CDG,FLR-CDG
FLR,LCY,FLR-LCY
FNA,CDG,FNA-CDG
FNT,ATL,FNT-ATL
FRA,ATL,FRA-ATL
FRA,CDG,FRA-CDG
FRA,DTW,FRA-DTW
FRA,JFK,FRA-JFK
FSC,MRS,FSC-MRS
FSC,NCE,FSC-NCE
FSM,ATL,FSM-ATL
GDL,ATL,GDL-ATL
GIG,CDG,GIG-CDG
GIG,CWB,GIG-CWB
GLA,CWL,GLA-CWL
GNV,ATL,GNV-ATL
GOA,CDG,GOA-CDG
GOT,CDG,GOT-CDG
GPT,ATL,GPT-ATL
GRB,ATL,GRB-ATL
GRK,ATL,GRK-ATL
GRR,ATL,GRR-ATL
GRU,CDG,GRU-CDG
GTR,ATL,GTR-ATL
GUA,ATL,GUA-ATL
GVA,CDG,GVA-CDG
GYD,CDG,GYD-CDG
GYE,AMS,GYE-AMS
HAJ,CDG,HAJ-CDG
HAN,CDG,HAN-CDG
HAN,REP,HAN-REP
HAV,CDG,HAV-CDG
HEL,CDG,HEL-CDG
HND,CDG,HND-CDG
HPN,ATL,HPN-ATL
HRE,LUN,HRE-LUN
HRE,NBO,HRE-NBO
HSV,ATL,HSV-ATL
IAD,ATL,IAD-ATL
IAD,CDG,IAD-CDG
IAH,ATL,IAH-ATL
IAH,CDG,IAH-CDG
ICT,ATL,ICT-ATL
ILM,ATL,ILM-ATL
IND,ATL,IND-ATL
IST,MRS,IST-MRS
IVL,KTT,IVL-KTT
JAN,ATL,JAN-ATL
JAX,ATL,JAX-ATL
JED,CDG,JED-CDG
JFK,ATL,JFK-ATL
JFK,BRU,JFK-BRU
JFK,FRA,JFK-FRA
JFK,NCE,JFK-NCE
JIB,CDG,JIB-CDG
JNB,CDG,JNB-CDG
JRO,DAR,JRO-DAR
KBP,CDG,KBP-CDG
KBV,BKK,KBV-BKK
KGL,BJM,KGL-BJM
KIX,CDG,KIX-CDG
KMG,CAN,KMG-CAN
KTT,HEL,KTT-HEL
KUL,AMS,KUL-AMS
KUL,CGK,KUL-CGK
KWI,AMS,KWI-AMS
KWI,DMM,KWI-DMM
LAD,CDG,LAD-CDG
LAS,ATL,LAS-ATL
LAX,ATL,LAX-ATL
LAX,CDG,LAX-CDG
LAX,MSP,LAX-MSP
LBV,CDG,LBV-CDG
LCA,CDG,LCA-CDG
LCY,AMS,LCY-AMS
LCY,ANR,LCY-ANR
LCY,BES,LCY-BES
LCY,BVE,LCY-BVE
LCY,DOL,LCY-DOL
LCY,DRS,LCY-DRS
LCY,DUB,LCY-DUB
LCY,FCO,LCY-FCO
LCY,FLR,LCY-FLR
LCY,LIN,LCY-LIN
LCY,NTE,LCY-NTE
LCY,ORY,LCY-ORY
LCY,RTM,LCY-RTM
LFT,ATL,LFT-ATL
LFW,CDG,LFW-CDG
LGA,ATL,LGA-ATL
LGG,AJA,LGG-AJA
LGG,BIA,LGG-BIA
LHR,DTW,LHR-DTW
LHR,MSP,LHR-MSP
LIG,SOU,LIG-SOU
LIL,MRS,LIL-MRS
LIL,NCE,LIL-NCE
LIM,CDG,LIM-CDG
LIN,CDG,LIN-CDG
LIN,LCY,LIN-LCY
LIN,ORY,LIN-ORY
LIR,ATL,LIR-ATL
LIS,CDG,LIS-CDG
LIT,ATL,LIT-ATL
LJU,CDG,LJU-CDG
LLW,LUN,LLW-LUN
LLW,NBO,LLW-NBO
LOS,CDG,LOS-CDG
LRH,SOU,LRH-SOU
LUN,AMS,LUN-AMS
LUN,HRE,LUN-HRE
LUN,LLW,LUN-LLW
LUN,NBO,LUN-NBO
LUX,CDG,LUX-CDG
LVI,HRE,LVI-HRE
LYS,AJA,LYS-AJA
LYS,AMS,LYS-AMS
LYS,BHX,LYS-BHX
LYS,BIA,LYS-BIA
LYS,CDG,LYS-CDG
LYS,NCE,LYS-NCE
LYS,ORY,LYS-ORY
LYS,TLS,LYS-TLS
LYS,VIE,LYS-VIE
MAD,ATL,MAD-ATL
MAD,CDG,MAD-CDG
MAD,ORY,MAD-ORY
MAN,ATL,MAN-ATL
MAN,CDG,MAN-CDG
MAN,NTE,MAN-NTE
MAO,GRU,MAO-GRU
MBJ,ATL,MBJ-ATL
MCI,ATL,MCI-ATL
MCO,ATL,MCO-ATL
MCT,DOH,MCT-DOH
MDW,ATL,MDW-ATL
MEM,ATL,MEM-ATL
MEX,ATL,MEX-ATL
MEX,CDG,MEX-CDG
MGM,ATL,MGM-ATL
MKE,ATL,MKE-ATL
MLB,ATL,MLB-ATL
MLI,ATL,MLI-ATL
MLU,ATL,MLU-ATL
MOB,ATL,MOB-ATL
MPL,CDG,MPL-CDG
MPL,FCO,MPL-FCO
MPL,ORY,MPL-ORY
MRS,AJA,MRS-AJA
MRS,ALG,MRS-ALG
MRS,AMS,MRS-AMS
MRS,BES,MRS-BES
MRS,BIA,MRS-BIA
MRS,BIQ,MRS-BIQ
MRS,BOD,MRS-BOD
MRS,CDG,MRS-CDG
MRS,CLY,MRS-CLY
MRS,FCO,MRS-FCO
MRS,FSC,MRS-FSC
MRS,IST,MRS-IST
MRS,LIL,MRS-LIL
MRS,MXP,MRS-MXP
MRS,NTE,MRS-NTE
MRS,ORY,MRS-ORY
MRS,PRG,MRS-PRG
MRS,RAK,MRS-RAK
MRS,RNS,MRS-RNS
MRS,TLV,MRS-TLV
MRS,TUN,MRS-TUN
MRS,TXL,MRS-TXL
MRS,VCE,MRS-VCE
MSN,ATL,MSN-ATL
MSP,CDG,MSP-CDG
MSP,LAX,MSP-LAX
MSP,LHR,MSP-LHR
MSP,SEA,MSP-SEA
MSP,SFO,MSP-SFO
MSY,ATL,MSY-ATL
MTY,ATL,MTY-ATL
MUC,ATL,MUC-ATL
MUC,CDG,MUC-CDG
MXP,MRS,MXP-MRS
MYR,ATL,MYR-ATL
NAP,CDG,NAP-CDG
NAS,ATL,NAS-ATL
NBO,CDG,NBO-CDG
NBO,HRE,NBO-HRE
NBO,KGL,NBO-KGL
NBO,LLW,NBO-LLW
NBO,LUN,NBO-LUN
NBO,LVI,NBO-LVI
NBS,SHE,NBS-SHE
NCE,AJA,NCE-AJA
NCE,AMS,NCE-AMS
NCE,BIA,NCE-BIA
NCE,CDG,NCE-CDG
NCE,CLY,NCE-CLY
NCE,FCO,NCE-FCO
NCE,FSC,NCE-FSC
NCE,JFK,NCE-JFK
NCE,LIL,NCE-LIL
NCE,LYS,NCE-LYS
NCE,NTE,NCE-NTE
NCE,ORY,NCE-ORY
NCE,SOU,NCE-SOU
NCE,SXB,NCE-SXB
NCE,VCE,NCE-VCE
NCL,CDG,NCL-CDG
NDJ,CDG,NDJ-CDG
NIM,CDG,NIM-CDG
NKC,CDG,NKC-CDG
NKC,CKY,NKC-CKY
NRT,CDG,NRT-CDG
NSI,CDG,NSI-CDG
NTE,AJA,NTE-AJA
NTE,AMS,NTE-AMS
NTE,BIA,NTE-BIA
NTE,CDG,NTE-CDG
NTE,LCY,NTE-LCY
NTE,MAN,NTE-MAN
NTE,MRS,NTE-MRS
NTE,NCE,NTE-NCE
NTE,ORY,NTE-ORY
NTE,SOU,NTE-SOU
NUE,CDG,NUE-CDG
OAJ,ATL,OAJ-ATL
OKC,ATL,OKC-ATL
OMA,ATL,OMA-ATL
ORF,ATL,ORF-ATL
ORY,AJA,ORY-AJA
ORY,BES,ORY-BES
ORY,BIA,ORY-BIA
ORY,BIQ,ORY-BIQ
ORY,BOD,ORY-BOD
ORY,CFE,ORY-CFE
ORY,CLY,ORY-CLY
ORY,CWL,ORY-CWL
ORY,LCY,ORY-LCY
ORY,LIN,ORY-LIN
ORY,LYS,ORY-LYS
ORY,MAD,ORY-MAD
ORY,MPL,ORY-MPL
ORY,MRS,ORY-MRS
ORY,NCE,ORY-NCE
ORY,NTE,ORY-NTE
ORY,PMI,ORY-PMI
ORY,PUF,ORY-PUF
ORY,SOU,ORY-SOU
ORY,SXB,ORY-SXB
ORY,TLN,ORY-TLN
ORY,TLS,ORY-TLS
OSL,CDG,OSL-CDG
OTP,CDG,OTP-CDG
OUA,CDG,OUA-CDG
PBI,ATL,PBI-ATL
PDX,ATL,PDX-ATL
PEK,CDG,PEK-CDG
PHC,ABV,PHC-ABV
PHF,ATL,PHF-ATL
PIA,ATL,PIA-ATL
PIT,ATL,PIT-ATL
PIT,CDG,PIT-CDG
PMI,ORY,PMI-ORY
PNS,ATL,PNS-ATL
PRG,CDG,PRG-CDG
PRG,MRS,PRG-MRS
PTY,ATL,PTY-ATL
PTY,CDG,PTY-CDG
PUF,CDG,PUF-CDG
PUF,ORY,PUF-ORY
PUJ,CDG,PUJ-CDG
PUJ,SDQ,PUJ-SDQ
PVD,ATL,PVD-ATL
PVG,CDG,PVG-CDG
PVR,ATL,PVR-ATL
RAK,MRS,RAK-MRS
RAK,TLS,RAK-TLS
RBA,CDG,RBA-CDG
RDU,ATL,RDU-ATL
REP,HAN,REP-HAN
RIC,ATL,RIC-ATL
RIX,CDG,RIX-CDG
RNS,CDG,RNS-CDG
RNS,EXT,RNS-EXT
RNS,MRS,RNS-MRS
RNS,SOU,RNS-SOU
ROC,ATL,ROC-ATL
RSW,ATL,RSW-ATL
RTM,LCY,RTM-LCY
RUH,CDG,RUH-CDG
SAN,ATL,SAN-ATL
SAT,ATL,SAT-ATL
SAV,ATL,SAV-ATL
SBN,ATL,SBN-ATL
SCL,CDG,SCL-CDG
SDF,ATL,SDF-ATL
SDQ,CDG,SDQ-CDG
SEA,ATL,SEA-ATL
SEA,CDG,SEA-CDG
SEA,HNL,SEA-HNL
SFO,ATL,SFO-ATL
SFO,CDG,SFO-CDG
SFO,HNL,SFO-HNL
SGF,ATL,SGF-ATL
SGN,CDG,SGN-CDG
SHE,CAN,SHE-CAN
SHE,NBS,SHE-NBS
SHV,ATL,SHV-ATL
SJD,ATL,SJD-ATL
SJO,ATL,SJO-ATL
SJU,ATL,SJU-ATL
SLC,ATL,SLC-ATL
SLC,CDG,SLC-CDG
SMF,ATL,SMF-ATL
SNA,ATL,SNA-ATL
SOF,CDG,SOF-CDG
SOU,BES,SOU-BES
SOU,EGC,SOU-EGC
SOU,LIG,SOU-LIG
SOU,LRH,SOU-LRH
SOU,NCE,SOU-NCE
SOU,NTE,SOU-NTE
SOU,ORY,SOU-ORY
SOU,RNS,SOU-RNS
SRQ,ATL,SRQ-ATL
SSG,DLA,SSG-DLA
STL,ATL,STL-ATL
STR,ATL,STR-ATL
STR,CDG,STR-CDG
SVG,CDG,SVG-CDG
SVQ,TLS,SVQ-TLS
SXB,NCE,SXB-NCE
SXB,ORY,SXB-ORY
SXB,TLS,SXB-TLS
TLH,ATL,TLH-ATL
TLN,ORY,TLN-ORY
TLS,AJA,TLS-AJA
TLS,AMS,TLS-AMS
TLS,ATH,TLS-ATH
TLS,CDG,TLS-CDG
TLS,FCO,TLS-FCO
TLS,LYS,TLS-LYS
TLS,ORY,TLS-ORY
TLS,RAK,TLS-RAK
TLS,SVQ,TLS-SVQ
TLS,SXB,TLS-SXB
TLS,VCE,TLS-VCE
TLV,CDG,TLV-CDG
TLV,MRS,TLV-MRS
TNR,CDG,TNR-CDG
TPA,ATL,TPA-ATL
TPE,AMS,TPE-AMS
TRI,ATL,TRI-ATL
TRN,CDG,TRN-CDG
TUL,ATL,TUL-ATL
TUN,CDG,TUN-CDG
TUN,MRS,TUN-MRS
TUS,ATL,TUS-ATL
TXL,CDG,TXL-CDG
TXL,MRS,TXL-MRS
VCE,CDG,VCE-CDG
VCE,MRS,VCE-MRS
VCE,NCE,VCE-NCE
VCE,TLS,VCE-TLS
VGO,CDG,VGO-CDG
VIE,LYS,VIE-LYS
VLC,CDG,VLC-CDG
VLD,ATL,VLD-ATL
VPS,ATL,VPS-ATL
VRN,CDG,VRN-CDG
WAW,CDG,WAW-CDG
WUH,CAN,WUH-CAN
WUH,CDG,WUH-CDG
WUH,ENH,WUH-ENH
YUL,ATL,YUL-ATL
ZAG,CDG,ZAG-CDG
ZRH,CDG,ZRH-CDG
AAE,ALG,AAE-ALG
AAE,CDG,AAE-CDG
AAE,IST,AAE-IST
AAE,LYS,AAE-LYS
AAE,MRS,AAE-MRS
AAE,ORN,AAE-ORN
AAE,ORY,AAE-ORY
ALC,ALG,ALC-ALG
ALC,ORN,ALC-ORN
ALG,AAE,ALG-AAE
ALG,ALC,ALG-ALC
ALG,AMM,ALG-AMM
ALG,AZR,ALG-AZR
ALG,BCN,ALG-BCN
ALG,BEY,ALG-BEY
ALG,BJA,ALG-BJA
ALG,BKO,ALG-BKO
ALG,BLJ,ALG-BLJ
ALG,BOD,ALG-BOD
ALG,BRU,ALG-BRU
ALG,BSK,ALG-BSK
ALG,CAI,ALG-CAI
ALG,CMN,ALG-CMN
ALG,CZL,ALG-CZL
ALG,DJG,ALG-DJG
ALG,DKR,ALG-DKR
ALG,DXB,ALG-DXB
ALG,EBH,ALG-EBH
ALG,ELU,ALG-ELU
ALG,ETZ,ALG-ETZ
ALG,FCO,ALG-FCO
ALG,FRA,ALG-FRA
ALG,GHA,ALG-GHA
ALG,GVA,ALG-GVA
ALG,HME,ALG-HME
ALG,HRM,ALG-HRM
ALG,INZ,ALG-INZ
ALG,IST,ALG-IST
ALG,LHR,ALG-LHR
ALG,LIL,ALG-LIL
ALG,LIS,ALG-LIS
ALG,LYS,ALG-LYS
ALG,MAD,ALG-MAD
ALG,MUW,ALG-MUW
ALG,MXP,ALG-MXP
ALG,MZW,ALG-MZW
ALG,NCE,ALG-NCE
ALG,NIM,ALG-NIM
ALG,OGX,ALG-OGX
ALG,ORN,ALG-ORN
ALG,ORY,ALG-ORY
ALG,OUA,ALG-OUA
ALG,PEK,ALG-PEK
ALG,PMI,ALG-PMI
ALG,QSF,ALG-QSF
ALG,TEE,ALG-TEE
ALG,TGR,ALG-TGR
ALG,TID,ALG-TID
ALG,TIP,ALG-TIP
